adrid,adr_info
Infusion site hypersensitivity,08.02.05.015;10.01.03.036;12.07.05.015
Troponin I increased,13.04.01.005
Idiopathic thrombocytopenic purpura,01.08.01.013;10.02.01.083
Restrictive cardiomyopathy,02.04.01.005
Retinogram abnormal,13.07.05.001
Hyperkalaemia,14.05.03.001
Haemangioma,16.02.01.002;24.03.06.004
Fever neonatal,08.05.02.007;18.04.01.009
Pancreatitis acute,07.18.01.002
Benign hydatidiform mole,16.04.01.002;18.05.03.001;21.07.02.006
Orthostatic hypertension,17.05.01.018;24.08.02.010
Protein total decreased,13.09.01.004
Platelet aggregation increased,13.01.04.010
Anaemia megaloblastic,01.03.02.003;14.12.01.003
Peptic ulcer haemorrhage,07.04.07.002;24.07.02.015
Intentional drug misuse,12.10.01.001
Urine output,13.13.03.003
Endocarditis,02.09.01.001;11.01.16.001
Recurrence of neuromuscular blockade,12.02.20.009;17.05.04.006
Ascites,02.05.04.002;07.07.01.001;09.01.05.003
Benign neoplasm of skin,16.26.01.006;23.10.01.006
Pupillary reflex impaired,06.05.03.009;17.02.11.007
Breast enlargement,21.05.04.001
Diabetic vascular disorder,05.07.05.001;14.07.05.001;24.04.03.009
Fungal sepsis,11.03.05.015
Hypoxia,22.02.02.003;22.02.02.009
Cholelithiasis,09.03.01.002
Galactorrhoea,05.03.04.002;21.05.02.002
Malignant melanoma,16.03.01.001;23.08.01.001
Blood gases abnormal,13.02.01.007
Neck pain,15.03.04.009
Post transplant lymphoproliferative disorder,01.13.02.004;11.05.10.006;16.21.02.004
Iris hyperpigmentation,06.06.06.001
Infusion site infection,08.02.05.019;11.01.15.003;12.07.05.019
Aphasia,17.02.03.001;19.21.01.001;17.02.08.020;19.19.02.007
Vulvovaginal mycotic infection,11.03.05.004;21.14.02.004
Enterocutaneous fistula,07.11.05.005;23.07.04.017;07.11.05.009;07.11.05.012;20.03.01.021
Bipolar I disorder,19.16.01.002
Cyanosis,02.11.04.004;22.02.02.007;23.06.04.005;24.03.01.007
Congenital generalised lipodystrophy,03.05.01.007;05.06.01.011;14.06.01.011;23.07.01.006
Hallucination,19.10.04.003;19.02.02.001;19.10.04.004;19.10.04.005;19.10.04.006;19.10.04.007;19.10.04.010
Anal cancer,07.21.05.001;16.13.05.001
Scotoma,06.02.06.005;06.02.07.003;17.17.01.001;17.17.02.007
Tumour cell mobilisation,12.02.18.001;16.32.03.020
Hip fracture,12.04.01.001;15.08.03.001
Vascular rupture,12.01.11.006;24.03.02.023
Semen analysis abnormal,13.20.04.002
Diastolic hypertension,24.08.02.006
Gastrointestinal hypomotility,07.02.02.005
Haemoglobinaemia,01.06.04.001
White blood cell count abnormal,13.01.06.028
Arterial thrombosis,24.01.01.002
Red blood cell abnormality,01.07.02.006
Conjunctival disorder,06.06.02.004
Monocyte count increased,13.01.06.009
Eye pain,06.08.03.002
Akinaesthesia,17.02.07.016
Bradyarrhythmia,02.03.02.015;02.03.02.002
Reye's syndrome,09.01.07.011;11.07.01.004;17.13.01.002
Vena cava thrombosis,24.01.10.001
Breast atrophy,21.05.04.005
Coma,17.02.09.001
Endometrial adenocarcinoma,16.12.02.003;21.07.02.011
Sensation of pressure,08.01.08.003
Sinusitis,11.01.13.005;22.07.03.007
Superior vena cava syndrome,16.32.03.019;24.04.09.008
Azotaemia,20.01.01.001
Emprosthotonus,17.01.03.008
Congenital eye disorder,03.01.01.002;06.08.03.011
Oedema mouth,07.05.04.001;10.01.05.006;23.04.01.008
Renal graft loss,10.02.03.006;12.02.09.017;20.01.02.014
Uterine atony,18.07.02.012;21.07.03.001
Post procedural infection,11.01.08.019;12.02.05.010
Neuroma,16.09.02.001;17.18.02.001
Hypertonia,15.05.04.007;17.05.02.001
Fasting,26.01.02.001
Congenital renal cyst,03.06.01.005;16.27.01.003;20.01.04.007
Neoplasm progression,16.16.02.005
Renal tubular acidosis,14.01.01.005;20.05.03.003
Breast malformation,03.03.03.002;21.15.02.004
Thyrotoxic crisis,05.02.02.004;06.09.04.004;14.11.01.016;19.07.03.006
Mesenteric occlusion,07.15.02.011;24.04.08.014
Lymphostasis,01.09.01.017;24.09.02.003
Nasopharyngitis,11.01.13.002;22.07.03.002
Intracranial venous sinus thrombosis,17.08.03.006;24.01.04.021
Meningitis cryptococcal,11.03.04.002;17.06.04.001
Cholinergic syndrome,17.05.01.002
Cogwheel rigidity,15.05.04.006;17.01.05.001;15.05.04.001;15.05.04.005;17.05.02.005;17.05.02.006
Atonic urinary bladder,17.05.01.010;20.03.03.004
Infusion site thrombosis,08.02.05.006;12.07.05.007;24.01.01.022
Abnormal faeces,07.01.03.001
Cyst,08.03.05.001;16.02.02.002
Meningism,17.02.05.007
Delusional perception,19.10.05.003
Hepatitis alcoholic,09.01.07.029
Beta 2 microglobulin urine increased,13.09.01.016
Blood immunoglobulin G decreased,13.06.05.001
Postinfarction angina,02.02.02.016;24.04.04.014
Breast induration,21.05.05.010
Aortic embolus,24.01.09.002
Anaplastic thyroid cancer,05.02.05.006;16.24.03.003
Netherton's syndrome,03.05.01.013;18.04.01.013;23.01.02.004
Balanitis candida,11.03.03.018;21.09.03.005
Withdrawal syndrome,08.06.02.012;19.07.06.023
Asteatosis,23.02.07.006
Hyperlipidaemia,14.08.03.001
Delayed puberty,05.05.03.003;21.03.02.014
Posterior capsule opacification,06.06.05.001;12.02.02.002
Swelling face,08.01.03.100;10.01.05.018;23.04.01.018
Duodenal ulcer haemorrhage,07.04.02.004;24.07.02.020
Post herpetic neuralgia,11.07.01.010;17.02.07.014
Energy increased,08.01.03.017
Retinal ischaemia,06.10.01.009;24.04.10.005
Retroperitoneal haematoma,07.07.02.005;24.07.01.060
Eosinophilic myocarditis,01.02.04.007;02.04.03.002
Prothrombin level abnormal,13.01.02.028
Traumatic haematoma,12.01.08.028;24.07.01.055
Oromandibular dystonia,17.01.03.006
Vogt-Koyanagi-Harada syndrome,06.04.03.009;10.02.01.105;17.06.01.006
Keratoconus,06.06.03.017
Corneal disorder,06.08.01.004
Injection site joint pain,08.02.03.047;12.07.03.047;15.01.02.008
Oesophageal stenosis,07.13.02.001
5'nucleotidase increased,13.03.04.001
Haematotoxicity,01.05.01.007;12.03.01.025
Intra-abdominal haemorrhage,07.12.02.008;12.01.17.011;24.07.02.035
Intestinal perforation,07.04.06.002
Electrocardiogram ST segment abnormal,13.14.05.017
Cyanopsia,06.02.05.003
Thyroid neoplasm,05.02.05.002;16.24.01.002;05.02.05.001;05.02.05.003;16.24.03.001;16.37.01.001
Rales,22.12.01.011;08.01.03.006;22.03.01.009;22.04.02.003;22.12.01.013;22.12.02.012
Jarisch-Herxheimer reaction,10.02.01.002
Gamma-glutamyltransferase increased,13.03.04.024
Cardiac murmur,13.14.01.001
Generalised anxiety disorder,19.06.01.004
Infestation,11.09.01.001;23.11.01.002
Telangiectasia,23.06.03.001;24.03.03.003;23.06.03.006;24.10.04.003
Agitation,17.02.05.012;19.06.02.001
Laryngospasm,22.04.02.002
Bacterial prostatitis,11.02.01.021;21.09.01.003
Sperm concentration,13.20.04.006
Folate deficiency,14.12.02.006
Cystitis viral,11.05.04.021;20.03.02.004
Keratopathy,06.06.03.007
Mammogram abnormal,13.20.03.001
Enterobacter sepsis,11.02.09.001
Carpal tunnel syndrome,17.09.02.001
Phlebosclerosis,24.04.02.003
Retinal artery occlusion,06.10.01.005;24.01.07.003
Visual impairment,06.02.10.013;06.02.06.014;06.02.06.017;06.02.10.005;17.17.01.020;17.17.01.022
Agitation postoperative,12.02.04.006;17.02.05.042;19.06.02.009
Ocular vascular disorder,06.07.02.002;24.03.07.005
Pulmonary valve incompetence,02.07.04.001
Biliary fibrosis,09.01.04.003
Sleep phase rhythm disturbance,17.15.06.005;19.02.06.005
Seroma,08.03.05.005;12.02.05.020
Ankylosing spondylitis,10.04.04.004;15.01.09.001
Globulins decreased,13.09.01.013
Oral herpes,07.05.07.002;11.05.02.005
Myelitis transverse,10.04.10.006;17.06.02.002
Urethral pain,20.02.02.014
Tongue geographic,07.14.01.006
Anal pruritus,07.03.03.002
Neoplasm prostate,16.25.02.001;21.04.02.003
Bronchial secretion retention,22.03.02.008
Increased appetite,08.01.09.027;14.03.01.003
Tension,19.06.02.005
Genital disorder female,21.10.05.020
Skin candida,11.03.03.010;23.11.03.009
Lymphocytic infiltration,01.02.01.012
Humerus fracture,12.04.01.009;15.08.03.008
Respiratory alkalosis,14.01.05.001;22.02.02.005
Nicotine dependence,19.07.06.017;19.07.06.021
Pregnancy test positive,13.10.05.012
Flank pain,08.01.08.007;15.03.04.003;20.02.03.006
Oculogyric crisis,06.05.02.002;17.01.03.002
Alcohol problem,19.07.06.003
Vascular occlusion,24.04.02.015
Impaired healing,08.03.02.001
Varicose veins vulval,21.08.01.011;24.10.03.002
Urine calcium increased,13.11.01.039
Haemodynamic instability,24.03.02.006
Immunosuppression,10.03.02.001
Cryptosporidiosis infection,07.19.03.002;11.06.02.001
Osteomyelitis,11.01.01.001;15.02.05.001
Lymphoproliferative disorder,01.13.02.001;16.21.02.001;01.13.02.003;03.17.01.002;10.03.01.003;11.05.10.005;16.21.02.003
Congenital oral malformation,03.04.03.001;07.11.04.002
Neuropathic arthropathy,05.07.04.011;14.07.04.011;15.01.04.008;17.09.03.008
Acute disseminated encephalomyelitis,10.04.10.010;17.16.02.003
Oesophageal atresia,03.04.08.001;07.13.02.003
Nail dystrophy,23.02.05.003
Agnosia,17.02.03.012;19.21.01.006;17.02.03.010;19.21.01.004
Aspartate aminotransferase normal,13.03.04.012
Encephalitis cytomegalovirus,11.05.01.007;17.06.06.003
Pneumatosis,08.01.03.044
Serum sickness,10.01.03.004;12.02.08.004
Auricular swelling,04.01.01.002
Multifocal motor neuropathy,10.02.01.015;17.09.04.005
Sedation,17.02.04.005
Phlebitis,12.02.01.002;24.12.03.004
Pneumatosis intestinalis,07.11.01.043
Nephrogenic diabetes insipidus,14.05.07.002;20.05.03.010
Atrial tachycardia,02.03.03.004
Change of bowel habit,07.02.03.002
Diabetic hyperosmolar coma,05.07.04.001;14.07.04.001;17.02.09.003
Coombs test positive,13.01.01.002
Liver tenderness,09.01.05.004
Parotitis,07.06.04.001;11.01.04.001
Gastroenteritis yersinia,07.19.03.012;11.02.20.002
Scleroderma,10.04.07.001;15.06.01.002;23.03.02.005
Psychomotor skills impaired,17.02.10.005;19.22.01.002
Mycobacterium test,13.08.05.003
Spinal disorder,15.02.04.023
Pulmonary mass,22.02.07.004
Plasmodium falciparum infection,01.03.02.012;11.06.04.003
Hyperpathia,17.02.07.015
Psychotic behaviour,19.03.01.003
Tooth erosion,07.09.05.002
Tinea cruris,11.03.08.001;23.11.03.010
Leukoplakia oral,07.05.01.009
Lipoatrophy,14.08.04.006;23.07.01.001
Screaming,08.01.03.099;19.04.02.020
Application site dryness,08.02.01.011;12.07.01.011;23.03.03.024
Rotator cuff syndrome,12.01.07.018;15.01.08.002
Toxic dilatation of intestine,07.08.03.009
Anion gap increased,13.02.01.014
Acquired immunodeficiency syndrome,10.03.03.001;11.05.17.007
Oral pain,07.05.05.034
Respiratory moniliasis,11.03.03.012;22.07.07.006
Blood creatine phosphokinase MM increased,13.04.01.012
Peyronie's disease,21.12.01.002
Drug withdrawal convulsions,08.06.02.003;17.12.03.016
Transplant rejection,10.02.03.002;12.02.05.022
Non-small cell lung cancer,16.19.01.001;22.08.01.002
Penile haemorrhage,21.12.01.011;24.07.03.018
Dizziness postural,02.11.04.008;17.02.05.004;24.06.02.008
Bone pain,15.02.01.001
Vanishing bile duct syndrome,09.02.03.003
Dissociation,19.14.01.002;19.14.01.003
Erythema infectiosum,11.05.15.002;23.03.08.007
Immune system disorder,10.02.01.001
Breast disorder,21.05.04.004
Ectropion,06.06.04.001;23.07.05.001
Asocial behaviour,19.05.01.011
Actinic keratosis,23.01.06.001
Graft dysfunction,12.02.09.019
Death neonatal,08.04.01.002;18.04.01.002
Hyperphosphataemia,14.04.03.007
Pancreatic enzymes abnormal,13.05.01.012
Angioimmunoblastic T-cell lymphoma,01.11.05.001;16.17.05.001
Tongue dry,07.14.02.009
Blood creatine phosphokinase abnormal,13.04.01.002
Abdominal wall abscess,07.19.02.009;11.01.07.018
Sensory loss,17.02.07.007
Tobacco withdrawal symptoms,08.06.02.017;19.07.06.022
Vasodilatation,23.06.05.006;24.03.02.003;25.03.01.001
Sepsis,11.01.11.003
Rhabdomyolysis,15.05.05.002
Corneal erosion,06.06.03.003
Corneal deposits,06.06.03.002
Infusion site inflammation,08.02.05.020;12.07.05.020
Delayed delivery,18.07.01.005
Congenital arterial malformation,03.07.09.002;24.03.03.012
Langerhans' cell histiocytosis,01.13.04.003;09.01.08.018;15.09.03.008;16.21.04.003;22.01.01.016
Platelet aggregation abnormal,13.01.04.008
Intraocular pressure increased,13.07.04.002
Thirst,08.01.09.021;14.03.02.007
Pulpitis dental,07.09.12.001;11.01.04.009
Application site pruritus,08.02.01.005;12.07.01.005;23.03.12.004
Atrial flutter,02.03.03.003
Intervertebral disc protrusion,15.10.01.004
Confusional state,17.02.03.005;19.13.01.001;17.02.05.015;19.13.01.002
Blood testosterone increased,13.10.05.002
Teething,07.09.05.005
Dental caries,07.09.01.001
Small intestine ulcer,07.04.06.009
Multi-organ failure,08.01.03.057
Neutropenic colitis,01.02.03.010;07.08.01.014
Blood gonadotrophin decreased,13.10.03.001
Ovarian hyperstimulation syndrome,05.05.01.013;21.11.02.007
Genital disorder male,21.10.05.024
Bronchitis viral,11.05.04.015;22.07.05.003
Dermal cyst,16.26.02.001;23.10.02.001
Cognitive disorder,17.03.03.003;19.21.02.001
Photophobia,06.01.01.004;17.17.02.006
Wound infection,11.01.08.010;12.01.08.012
Breast cyst,16.14.01.004;21.05.01.006
Fatigue,08.01.01.002
Corneal opacity,06.06.03.005
Arthropathy,15.01.01.003
Cardioactive drug level increased,13.17.01.005
Premature rupture of membranes,18.07.01.003
Hypotrichosis,23.02.02.003
Choroiditis,06.04.06.004
Localised intraabdominal fluid collection,07.07.01.014;21.07.04.014
Oscillopsia,06.02.06.009
Hepatitis F,09.01.09.010;11.05.28.005
Joint swelling,15.01.02.004
Prothrombin time ratio,13.01.02.032
Nephropathy toxic,12.03.01.010;20.05.03.002
Vitamin B complex deficiency,14.12.02.003
Gastrointestinal candidiasis,07.19.02.003;11.03.03.011
Vaginal inflammation,21.14.02.014
Collagen disorder,10.04.04.002;15.06.01.005
Hiccups,07.01.06.009;22.12.01.001
Anuria,20.01.03.002
Hyperreflexia,17.02.01.002;17.02.01.001;17.02.01.003;17.02.01.006
Tooth hypoplasia,03.04.01.002;07.09.08.003
Retrograde ejaculation,21.03.01.006
Blastomycosis,11.03.02.001
Blood glucose decreased,13.02.02.001
Head lag abnormal,13.07.03.008
Pericardial rub,02.06.01.004
Strabismus,06.05.02.004;17.17.01.009
Neurotoxicity,12.03.01.011;17.02.10.002
Proctitis ulcerative,07.08.04.002;10.02.01.017
Renal colic,20.02.03.010
Varicella,11.05.02.004;23.11.05.008
Erythema annulare,23.03.08.004
PCO2,13.02.01.017
Aspergilloma,11.03.01.003;22.07.08.008
Proctitis herpes,07.19.04.007;11.05.02.022
Pulmonary veno-occlusive disease,22.06.03.003;24.01.06.008
Prostatomegaly,21.04.01.002
Nasal discomfort,22.12.03.012
Cerebral haemorrhage,17.08.01.003;24.07.04.001
Organising pneumonia,22.01.02.008
Stroke volume increased,13.14.02.004
Nail discomfort,23.02.05.019
Hepatic enzyme decreased,13.03.04.027
Tympanic membrane disorder,04.05.04.002
Mobility decreased,08.01.03.030;15.03.05.023;17.02.05.018
Mediastinal disorder,22.09.03.001
Torsade de pointes,02.03.04.005
Disseminated intravascular coagulation,01.01.02.002;24.01.01.010
Food craving,14.03.01.009;19.09.01.010
Tracheo-oesophageal fistula,03.16.02.002;07.11.05.003;22.04.07.003
Paralysis,17.01.04.004;17.01.04.025
Neoplasm recurrence,16.16.02.004
Type 1 diabetes mellitus,05.06.01.010;10.04.08.007;14.06.01.010;05.06.01.016;10.04.08.016;14.06.01.016
Haemorrhoids,07.15.03.001;24.10.02.002
Lip blister,07.05.01.007;23.03.01.016
Feeling jittery,08.01.09.016
Sympathomimetic effect,08.06.01.020;17.05.01.016
Fraction of inspired oxygen,25.13.01.002
Myocardial haemorrhage,02.04.02.018;24.07.01.035
Procedural site reaction,12.02.05.002
Pelvic discomfort,07.01.06.020;20.02.03.012;21.10.01.012
Cerebral atrophy,17.11.01.001
Nipple pain,21.05.05.009
Spontaneous haematoma,01.01.03.006;24.07.01.054
Dilatation atrial,02.04.02.019
Monocytosis,01.02.01.004
Rectal cancer,07.21.05.002;16.13.01.003;07.21.10.002;16.13.02.002
Tendon disorder,12.01.07.019;15.07.01.002
Intervertebral disc degeneration,15.10.01.002
Oculomucocutaneous syndrome,06.04.05.014;07.05.01.010;23.03.01.022
Atelectasis,22.01.02.001
Myelofibrosis,01.13.03.005;16.21.03.001;01.13.03.004;01.13.03.008;16.21.03.005;16.21.03.008
Idiopathic pneumonia syndrome,12.02.07.006;22.01.02.015
Balance disorder,08.01.03.081;17.02.02.007
Antibody test positive,13.06.03.001
Hydrocephalus,17.07.01.001;17.11.01.013
Papule,23.03.03.038
Bladder spasm,20.02.02.013
Rhinitis perennial,10.01.04.003;22.04.04.003
Pancreatitis haemorrhagic,07.18.01.003
Hypochromasia,01.07.02.011
Postmenopausal haemorrhage,21.02.01.002;24.07.03.002
Chronic fatigue syndrome,08.01.01.013;11.07.01.020
Sinus tachycardia,02.03.03.010
Renal tubular disorder,20.05.03.004
Escherichia sepsis,11.02.10.002
Haemochromatosis,09.01.10.005;12.02.08.002;14.13.03.001
Ureteric obstruction,20.06.01.005
Bilirubin conjugated increased,13.03.04.014
Benign neoplasm,16.02.02.007;16.16.01.001;16.16.02.001
Rash generalised,23.03.13.001
Dysmorphism,03.11.06.001;15.11.06.001
Renal vein thrombosis,20.01.07.011;24.01.11.002
Hydrothorax,22.05.02.004
Cerebral ischaemia,17.08.01.005;24.04.06.003
Horner's syndrome,06.09.04.002;16.32.03.006;17.05.01.004
Hyperlactacidaemia,14.01.01.006
Electrocardiogram QT interval abnormal,13.14.05.024
Pancreatic disorder,07.18.02.001
Vulvovaginal dryness,21.08.02.003
Chronic allograft nephropathy,10.02.03.004;12.02.10.005;20.01.02.010
Clostridial infection,11.02.02.003
Burning mouth syndrome,07.05.05.013;17.02.06.016
Epidermal necrosis,23.03.03.035
Eye irritation,06.04.05.003
Dyschezia,07.02.03.005;07.02.02.001
Cheyne-Stokes respiration,22.02.01.024
Skin hyperpigmentation,23.05.01.003
Gastrinoma,05.08.01.003;07.21.04.007;16.24.02.002
Allergic sinusitis,10.01.03.021;22.04.06.003
Antisocial behaviour,19.05.01.010
Electrolyte depletion,14.05.01.001
Macular pigmentation,06.09.03.015
Hypoaesthesia oral,07.05.05.003;17.02.06.021
Tongue ulceration,07.14.01.003
Purple glove syndrome,15.03.02.013;24.04.05.010
Collagen-vascular disease,10.04.04.001;15.06.01.004
Lenticular opacities,06.06.01.003
Breast discharge,21.05.05.001
Blood thromboplastin decreased,13.01.02.005
Parainfluenzae virus infection,11.05.11.001;22.07.07.003
Interstitial lung disease,10.02.01.033;22.01.02.003
Inferior vena cava syndrome,16.32.03.017;18.02.02.011;24.04.09.007
Neurosis,19.06.01.001
Glossitis,07.14.01.001
Alcohol intolerance,14.02.01.001
Ejaculation failure,21.03.01.003
Intertrigo candida,11.03.03.010;23.11.03.009
Blood methaemoglobin present,13.02.03.004
Enzyme abnormality,14.11.01.015
Exophthalmos,05.02.02.002;06.09.04.001
Hyperpyrexia,08.05.02.002
International normalised ratio abnormal,13.01.02.029
Complication of pregnancy,18.02.02.003
Female reproductive neoplasm,16.12.06.006;21.10.02.005
Heart disease congenital,02.11.01.014;03.07.07.001
Pyuria,11.01.08.043;20.08.02.016
Alveolitis,22.01.01.001
Chronic myelomonocytic leukaemia,01.10.04.004;16.01.04.004
Erythroleukaemia,01.10.05.006;16.01.05.006
Blood triglycerides decreased,13.12.03.003
Hypnagogic hallucination,19.02.02.001;19.10.04.003;19.10.04.004;19.10.04.005;19.10.04.006;19.10.04.007;19.10.04.010
Eyelid oedema,06.04.04.004;10.01.05.001;23.04.01.003
Cryptococcosis,11.03.04.001
Premature menopause,05.05.01.016;21.02.02.004
Alanine aminotransferase abnormal,13.03.04.003
Rash papular,23.03.13.017
Muscle relaxant therapy,25.16.01.001
Glioblastoma multiforme,16.30.02.001;17.20.02.001;16.30.02.002;17.20.02.002
Brain stem haemorrhage,17.08.01.031;24.07.04.015
Sudden infant death syndrome,08.04.01.009;18.04.01.007
Retinitis,06.04.06.008;11.01.06.011
Sensory disturbance,17.02.07.006
Spermatogenesis abnormal,21.03.03.002
Anal skin tags,07.03.01.004;23.03.03.053
Foetal disorder,18.03.02.001
Thyroglobulin increased,13.10.06.012
Hypervitaminosis A,14.12.04.002
Purpura,01.01.04.003;23.06.01.004;24.07.06.005;01.01.03.002;23.06.01.003;24.07.06.004
Proctalgia,07.03.02.001
Ovulation disorder,05.05.01.015;21.11.02.009
Urinary sediment present,13.13.02.005
White blood cell count decreased,13.01.06.012
Polymyositis,10.04.05.004;15.05.01.004
Nodular regenerative hyperplasia,09.01.04.004
Autism spectrum disorder,17.03.05.003;19.22.02.002
Ear discomfort,04.03.01.005
Erythema nodosum,10.02.01.020;23.07.02.001
Genital hypoaesthesia,17.02.06.028;21.10.05.012
Oral neoplasm,07.21.08.002;16.13.09.002;07.21.07.001;16.13.07.001
Adhesion,08.01.03.048
Altered visual depth perception,06.02.04.006;17.17.01.002
Dental discomfort,07.09.06.002
Neurofibroma,16.09.01.004;17.18.01.004
Central nervous system haemorrhage,17.08.01.035;24.07.04.016
